lock_id,channel,lock_month,locked_amount,funded_flag
LOCK-2024-04799,Retail,2024-08-01,489591,0
LOCK-2024-04800,Retail,2024-12-01,1019029,1
LOCK-2024-04801,Retail,2024-09-01,417978,0
LOCK-2024-04802,Retail,2024-11-01,1068441,0
LOCK-2024-04803,Correspondent,2024-06-01,590803,1
LOCK-2024-04804,Retail,2024-02-01,663051,0
LOCK-2024-04805,Wholesale,2024-01-01,817969,1
LOCK-2024-04806,Direct,2024-09-01,1000110,1
LOCK-2024-04807,Wholesale,2024-01-01,590472,0
LOCK-2024-04808,Retail,2024-12-01,1153438,1
LOCK-2024-04809,Direct,2024-01-01,598861,0
LOCK-2024-04810,Retail,2024-08-01,634689,1
LOCK-2024-04811,Wholesale,2024-05-01,788344,0
LOCK-2024-04812,Wholesale,2024-10-01,1056661,1
LOCK-2024-04813,Direct,2024-09-01,228021,0
LOCK-2024-04814,Correspondent,2024-10-01,536534,1
LOCK-2024-04815,Retail,2024-10-01,1124463,1
LOCK-2024-04816,Retail,2024-01-01,438500,1
LOCK-2024-04817,Wholesale,2024-02-01,691041,1
LOCK-2024-04818,Retail,2024-01-01,989439,1
LOCK-2024-04819,Correspondent,2024-06-01,547983,1
LOCK-2024-04820,Correspondent,2024-03-01,898109,0
LOCK-2024-04821,Wholesale,2024-04-01,494388,0
LOCK-2024-04822,Correspondent,2024-03-01,1042001,0
LOCK-2024-04823,Direct,2024-06-01,494595,1
LOCK-2024-04824,Direct,2024-11-01,240847,1
LOCK-2024-04825,Wholesale,2024-03-01,729242,1
LOCK-2024-04826,Wholesale,2024-08-01,627785,0
LOCK-2024-04827,Direct,2024-03-01,704015,1
LOCK-2024-04828,Wholesale,2024-12-01,642143,0
LOCK-2024-04829,Direct,2024-05-01,925776,1
LOCK-2024-04830,Direct,2024-11-01,858480,1
LOCK-2024-04831,Wholesale,2024-01-01,549330,1
LOCK-2024-04832,Correspondent,2024-01-01,955716,1
LOCK-2024-04833,Direct,2024-11-01,1105223,1
LOCK-2024-04834,Wholesale,2024-05-01,944220,0
LOCK-2024-04835,Direct,2024-08-01,406863,1
LOCK-2024-04836,Direct,2024-10-01,375105,0
LOCK-2024-04837,Correspondent,2024-08-01,846305,1
LOCK-2024-04838,Correspondent,2024-11-01,1050991,1
LOCK-2024-04839,Wholesale,2024-06-01,711599,0
LOCK-2024-04840,Direct,2024-12-01,734440,0
LOCK-2024-04841,Correspondent,2024-09-01,961279,1
LOCK-2024-04842,Correspondent,2024-06-01,552345,1
LOCK-2024-04843,Retail,2024-10-01,245393,1
LOCK-2024-04844,Wholesale,2024-02-01,390167,0
LOCK-2024-04845,Correspondent,2024-09-01,431699,0
LOCK-2024-04846,Retail,2024-01-01,555082,1
LOCK-2024-04847,Correspondent,2024-12-01,737231,1
LOCK-2024-04848,Wholesale,2024-09-01,615943,0
LOCK-2024-04849,Wholesale,2024-06-01,1116338,1
LOCK-2024-04850,Direct,2024-08-01,1198387,0
LOCK-2024-04851,Wholesale,2024-07-01,330948,1
LOCK-2024-04852,Direct,2024-09-01,934087,1
LOCK-2024-04853,Retail,2024-08-01,447816,1
LOCK-2024-04854,Direct,2024-08-01,1089557,1
LOCK-2024-04855,Retail,2024-02-01,985249,1
LOCK-2024-04856,Wholesale,2024-07-01,1061598,0
LOCK-2024-04857,Direct,2024-06-01,479994,0
LOCK-2024-04858,Correspondent,2024-09-01,804314,1
LOCK-2024-04859,Retail,2024-07-01,475838,1
LOCK-2024-04860,Correspondent,2024-09-01,917078,1
LOCK-2024-04861,Correspondent,2024-09-01,975352,1
LOCK-2024-04862,Wholesale,2024-11-01,983047,1
LOCK-2024-04863,Direct,2024-01-01,926320,0
LOCK-2024-04864,Wholesale,2024-10-01,480914,1
LOCK-2024-04865,Correspondent,2024-02-01,549444,1
LOCK-2024-04866,Direct,2024-02-01,324336,1
LOCK-2024-04867,Correspondent,2024-06-01,757456,1
LOCK-2024-04868,Wholesale,2024-03-01,415290,0
LOCK-2024-04869,Wholesale,2024-11-01,339321,1
LOCK-2024-04870,Direct,2024-05-01,644103,1
LOCK-2024-04871,Direct,2024-01-01,894719,1
LOCK-2024-04872,Correspondent,2024-05-01,654075,0
LOCK-2024-04873,Retail,2024-09-01,190402,0
LOCK-2024-04874,Correspondent,2024-12-01,589147,0
LOCK-2024-04875,Direct,2024-12-01,790769,0
LOCK-2024-04876,Wholesale,2024-04-01,293510,1
LOCK-2024-04877,Retail,2024-03-01,204033,1
LOCK-2024-04878,Wholesale,2024-05-01,862632,1
LOCK-2024-04879,Retail,2024-04-01,1189161,1
LOCK-2024-04880,Correspondent,2024-01-01,758886,1
LOCK-2024-04881,Direct,2024-05-01,263023,0
LOCK-2024-04882,Retail,2024-12-01,474742,1
LOCK-2024-04883,Retail,2024-07-01,208629,1
LOCK-2024-04884,Wholesale,2024-12-01,884204,0
LOCK-2024-04885,Retail,2024-08-01,1146994,0
LOCK-2024-04886,Direct,2024-07-01,261524,1
LOCK-2024-04887,Direct,2024-03-01,360916,1
LOCK-2024-04888,Direct,2024-02-01,992569,1
LOCK-2024-04889,Wholesale,2024-07-01,352147,0
LOCK-2024-04890,Retail,2024-05-01,893739,1
LOCK-2024-04891,Retail,2024-05-01,1027822,1
LOCK-2024-04892,Direct,2024-02-01,1165029,0
LOCK-2024-04893,Wholesale,2024-09-01,339794,1
LOCK-2024-04894,Retail,2024-05-01,633149,0
LOCK-2024-04895,Wholesale,2024-07-01,657489,1
LOCK-2024-04896,Wholesale,2024-03-01,1086177,0
LOCK-2024-04897,Direct,2024-06-01,391717,0
LOCK-2024-04898,Retail,2024-10-01,1167233,0
LOCK-2024-04899,Direct,2024-05-01,412091,0
LOCK-2024-04900,Correspondent,2024-09-01,655927,1
LOCK-2024-04901,Direct,2024-06-01,945012,0
LOCK-2024-04902,Retail,2024-10-01,1168597,1
LOCK-2024-04903,Wholesale,2024-07-01,641385,0
LOCK-2024-04904,Wholesale,2024-06-01,371470,1
LOCK-2024-04905,Retail,2024-08-01,367847,1
LOCK-2024-04906,Direct,2024-07-01,466174,0
LOCK-2024-04907,Retail,2024-05-01,389450,1
LOCK-2024-04908,Correspondent,2024-12-01,1182901,0
LOCK-2024-04909,Direct,2024-12-01,1187377,1
LOCK-2024-04910,Correspondent,2024-11-01,169919,1
LOCK-2024-04911,Correspondent,2024-06-01,1042949,1
LOCK-2024-04912,Correspondent,2024-02-01,903545,1
LOCK-2024-04913,Wholesale,2024-05-01,1042638,1
LOCK-2024-04914,Wholesale,2024-09-01,960913,0
LOCK-2024-04915,Wholesale,2024-03-01,247957,0
LOCK-2024-04916,Retail,2024-07-01,860133,1
LOCK-2024-04917,Direct,2024-12-01,223020,1
LOCK-2024-04918,Direct,2024-08-01,337090,1
LOCK-2024-04919,Correspondent,2024-04-01,1090225,1
LOCK-2024-04920,Correspondent,2024-11-01,268270,1
LOCK-2024-04921,Direct,2024-08-01,1003642,1
LOCK-2024-04922,Wholesale,2024-03-01,982520,1
LOCK-2024-04923,Correspondent,2024-04-01,1169329,1
LOCK-2024-04924,Wholesale,2024-09-01,1147849,1
LOCK-2024-04925,Retail,2024-03-01,187699,0
LOCK-2024-04926,Correspondent,2024-05-01,391744,0
LOCK-2024-04927,Wholesale,2024-03-01,1158650,1
LOCK-2024-04928,Direct,2024-02-01,1059428,0
LOCK-2024-04929,Wholesale,2024-08-01,168450,1
LOCK-2024-04930,Retail,2024-03-01,427549,1
LOCK-2024-04931,Direct,2024-03-01,678124,1
LOCK-2024-04932,Retail,2024-12-01,737261,1
LOCK-2024-04933,Retail,2024-04-01,824150,1
LOCK-2024-04934,Wholesale,2024-09-01,171485,1
LOCK-2024-04935,Correspondent,2024-05-01,997923,1
LOCK-2024-04936,Correspondent,2024-09-01,207182,1
LOCK-2024-04937,Wholesale,2024-02-01,761948,1
LOCK-2024-04938,Retail,2024-08-01,1195655,1
LOCK-2024-04939,Wholesale,2024-07-01,939505,1
LOCK-2024-04940,Direct,2024-12-01,1167890,1
LOCK-2024-04941,Correspondent,2024-03-01,563118,1
LOCK-2024-04942,Direct,2024-06-01,206353,1
LOCK-2024-04943,Correspondent,2024-07-01,1097260,1
LOCK-2024-04944,Wholesale,2024-11-01,258827,1
LOCK-2024-04945,Retail,2024-03-01,892089,1
LOCK-2024-04946,Retail,2024-04-01,887921,1
LOCK-2024-04947,Direct,2024-05-01,1112628,1
LOCK-2024-04948,Retail,2024-02-01,553100,1
LOCK-2024-04949,Direct,2024-03-01,914225,1
LOCK-2024-04950,Retail,2024-09-01,912989,1
LOCK-2024-04951,Correspondent,2024-05-01,845063,1
LOCK-2024-04952,Wholesale,2024-11-01,680200,0
LOCK-2024-04953,Correspondent,2024-11-01,858861,1
LOCK-2024-04954,Direct,2024-09-01,755308,1
LOCK-2024-04955,Direct,2024-04-01,332601,1
LOCK-2024-04956,Correspondent,2024-11-01,203344,1
LOCK-2024-04957,Wholesale,2024-03-01,909848,1
LOCK-2024-04958,Correspondent,2024-06-01,189381,1
LOCK-2024-04959,Wholesale,2024-07-01,997952,0
LOCK-2024-04960,Direct,2024-02-01,462737,1
LOCK-2024-04961,Direct,2024-11-01,1180581,1
LOCK-2024-04962,Correspondent,2024-07-01,226885,0
LOCK-2024-04963,Retail,2024-09-01,1186797,0
LOCK-2024-04964,Retail,2024-08-01,1126165,1
LOCK-2024-04965,Wholesale,2024-07-01,519155,1
LOCK-2024-04966,Retail,2024-05-01,791260,0
LOCK-2024-04967,Retail,2024-04-01,1145190,1
LOCK-2024-04968,Direct,2024-11-01,833953,1
LOCK-2024-04969,Retail,2024-10-01,270605,1
LOCK-2024-04970,Wholesale,2024-06-01,1053367,1
LOCK-2024-04971,Correspondent,2024-02-01,864585,1
LOCK-2024-04972,Wholesale,2024-01-01,896764,1
LOCK-2024-04973,Direct,2024-09-01,615971,1
LOCK-2024-04974,Retail,2024-06-01,1075746,1
LOCK-2024-04975,Correspondent,2024-06-01,166079,0
LOCK-2024-04976,Wholesale,2024-02-01,461551,1
LOCK-2024-04977,Correspondent,2024-01-01,841324,0
LOCK-2024-04978,Wholesale,2024-04-01,635764,0
LOCK-2024-04979,Direct,2024-09-01,843064,0
LOCK-2024-04980,Wholesale,2024-11-01,716693,0
LOCK-2024-04981,Wholesale,2024-03-01,498847,1
LOCK-2024-04982,Correspondent,2024-02-01,1051332,0
LOCK-2024-04983,Wholesale,2024-01-01,512656,1
LOCK-2024-04984,Correspondent,2024-03-01,256964,1
LOCK-2024-04985,Retail,2024-03-01,193921,1
LOCK-2024-04986,Retail,2024-11-01,837402,0
LOCK-2024-04987,Retail,2024-09-01,1098770,1
LOCK-2024-04988,Wholesale,2024-02-01,538285,1
LOCK-2024-04989,Retail,2024-07-01,266255,1
LOCK-2024-04990,Wholesale,2024-07-01,369661,1
LOCK-2024-04991,Direct,2024-01-01,1083594,1
LOCK-2024-04992,Retail,2024-05-01,814572,1
LOCK-2024-04993,Correspondent,2024-11-01,806511,1
LOCK-2024-04994,Correspondent,2024-02-01,684737,1
LOCK-2024-04995,Wholesale,2024-12-01,889491,0
LOCK-2024-04996,Wholesale,2024-06-01,690276,1
LOCK-2024-04997,Wholesale,2024-12-01,676750,0
LOCK-2024-04998,Correspondent,2024-06-01,439732,1
LOCK-2024-04999,Retail,2024-07-01,642779,1
LOCK-2024-05000,Retail,2024-04-01,325107,1
LOCK-2024-05001,Direct,2024-04-01,1170433,1
LOCK-2024-05002,Correspondent,2024-06-01,461421,1
LOCK-2024-05003,Correspondent,2024-02-01,956050,1
LOCK-2024-05004,Retail,2024-06-01,306351,1
LOCK-2024-05005,Correspondent,2024-04-01,412439,1
LOCK-2024-05006,Correspondent,2024-07-01,525878,0
LOCK-2024-05007,Retail,2024-12-01,434792,1
LOCK-2024-05008,Retail,2024-03-01,1184317,1
LOCK-2024-05009,Wholesale,2024-11-01,364214,0
LOCK-2024-05010,Correspondent,2024-06-01,1174818,1
LOCK-2024-05011,Retail,2024-02-01,958859,0
LOCK-2024-05012,Retail,2024-10-01,389371,1
LOCK-2024-05013,Correspondent,2024-02-01,579090,1
LOCK-2024-05014,Direct,2024-03-01,492078,1
LOCK-2024-05015,Correspondent,2024-05-01,185214,0
LOCK-2024-05016,Direct,2024-10-01,1000111,0
LOCK-2024-05017,Direct,2024-11-01,1183945,0
LOCK-2024-05018,Correspondent,2024-01-01,784324,1
LOCK-2024-05019,Correspondent,2024-12-01,949126,1
LOCK-2024-05020,Correspondent,2024-11-01,329578,1
LOCK-2024-05021,Correspondent,2024-02-01,958440,1
LOCK-2024-05022,Retail,2024-08-01,333774,1
LOCK-2024-05023,Retail,2024-03-01,657038,1
LOCK-2024-05024,Correspondent,2024-02-01,438995,1
LOCK-2024-05025,Wholesale,2024-03-01,793889,1
LOCK-2024-05026,Direct,2024-03-01,775833,1
LOCK-2024-05027,Retail,2024-02-01,855455,0
LOCK-2024-05028,Wholesale,2024-05-01,360547,0
LOCK-2024-05029,Retail,2024-10-01,415170,1
LOCK-2024-05030,Correspondent,2024-06-01,656866,0
LOCK-2024-05031,Direct,2024-07-01,1162151,1
LOCK-2024-05032,Correspondent,2024-12-01,1013805,1
LOCK-2024-05033,Correspondent,2024-06-01,456815,1
LOCK-2024-05034,Retail,2024-12-01,579304,1
LOCK-2024-05035,Correspondent,2024-02-01,499279,0
LOCK-2024-05036,Direct,2024-11-01,591880,1
LOCK-2024-05037,Correspondent,2024-07-01,403177,1
LOCK-2024-05038,Retail,2024-12-01,368491,1
LOCK-2024-05039,Retail,2024-11-01,386001,1
LOCK-2024-05040,Direct,2024-05-01,767468,1
LOCK-2024-05041,Correspondent,2024-08-01,426000,1
LOCK-2024-05042,Direct,2024-06-01,295900,1
LOCK-2024-05043,Correspondent,2024-10-01,883966,0
LOCK-2024-05044,Retail,2024-09-01,919448,1
LOCK-2024-05045,Correspondent,2024-07-01,419195,1
LOCK-2024-05046,Retail,2024-06-01,1028530,1
LOCK-2024-05047,Retail,2024-09-01,732203,1
LOCK-2024-05048,Correspondent,2024-04-01,613487,1
LOCK-2024-05049,Retail,2024-10-01,377658,1
LOCK-2024-05050,Direct,2024-11-01,485894,1
LOCK-2024-05051,Wholesale,2024-01-01,479327,0
LOCK-2024-05052,Correspondent,2024-08-01,982374,1
LOCK-2024-05053,Correspondent,2024-02-01,1108678,0
LOCK-2024-05054,Retail,2024-01-01,852679,0
LOCK-2024-05055,Direct,2024-01-01,643417,1
LOCK-2024-05056,Direct,2024-02-01,647074,1
LOCK-2024-05057,Correspondent,2024-06-01,726170,1
LOCK-2024-05058,Wholesale,2024-10-01,734732,0
LOCK-2024-05059,Retail,2024-05-01,1132120,1
LOCK-2024-05060,Direct,2024-08-01,949801,1
LOCK-2024-05061,Wholesale,2024-04-01,814329,1
LOCK-2024-05062,Retail,2024-02-01,1091139,1
LOCK-2024-05063,Wholesale,2024-06-01,176067,1
LOCK-2024-05064,Wholesale,2024-10-01,327261,1
LOCK-2024-05065,Correspondent,2024-06-01,1011326,1
LOCK-2024-05066,Direct,2024-08-01,489886,0
LOCK-2024-05067,Retail,2024-11-01,1020113,1
LOCK-2024-05068,Correspondent,2024-11-01,790323,1
LOCK-2024-05069,Wholesale,2024-07-01,770887,1
LOCK-2024-05070,Wholesale,2024-09-01,460807,0
LOCK-2024-05071,Wholesale,2024-03-01,1047481,1
LOCK-2024-05072,Retail,2024-03-01,250850,1
LOCK-2024-05073,Retail,2024-01-01,572019,1
LOCK-2024-05074,Retail,2024-12-01,237315,0
LOCK-2024-05075,Correspondent,2024-12-01,589350,1
LOCK-2024-05076,Direct,2024-08-01,316805,1
LOCK-2024-05077,Direct,2024-11-01,948379,1
LOCK-2024-05078,Direct,2024-08-01,268400,0
LOCK-2024-05079,Correspondent,2024-05-01,314316,1
LOCK-2024-05080,Correspondent,2024-01-01,1010692,1
LOCK-2024-05081,Retail,2024-06-01,724104,0
LOCK-2024-05082,Correspondent,2024-02-01,1165988,0
LOCK-2024-05083,Retail,2024-03-01,1129868,1
LOCK-2024-05084,Retail,2024-11-01,975096,0
LOCK-2024-05085,Direct,2024-01-01,1114906,0
LOCK-2024-05086,Direct,2024-01-01,1163788,1
LOCK-2024-05087,Retail,2024-02-01,617925,1
LOCK-2024-05088,Direct,2024-03-01,1105636,0
LOCK-2024-05089,Retail,2024-02-01,276206,1
LOCK-2024-05090,Direct,2024-04-01,548122,0
LOCK-2024-05091,Direct,2024-04-01,220632,0
LOCK-2024-05092,Retail,2024-03-01,1138943,0
LOCK-2024-05093,Direct,2024-07-01,857161,1
LOCK-2024-05094,Correspondent,2024-12-01,844698,0
LOCK-2024-05095,Retail,2024-06-01,1097874,0
LOCK-2024-05096,Correspondent,2024-02-01,243125,1
LOCK-2024-05097,Correspondent,2024-03-01,194890,1
LOCK-2024-05098,Retail,2024-07-01,684802,0
LOCK-2024-05099,Correspondent,2024-06-01,948089,1
LOCK-2024-05100,Direct,2024-06-01,695241,0
LOCK-2024-05101,Direct,2024-01-01,156326,1
LOCK-2024-05102,Retail,2024-04-01,711666,1
LOCK-2024-05103,Correspondent,2024-04-01,371900,1
LOCK-2024-05104,Correspondent,2024-07-01,686917,1
LOCK-2024-05105,Retail,2024-01-01,876145,1
LOCK-2024-05106,Direct,2024-06-01,1037512,0
LOCK-2024-05107,Direct,2024-12-01,562404,1
LOCK-2024-05108,Retail,2024-12-01,352967,0
LOCK-2024-05109,Wholesale,2024-08-01,366529,1
LOCK-2024-05110,Direct,2024-06-01,900356,1
LOCK-2024-05111,Correspondent,2024-02-01,192988,1
LOCK-2024-05112,Wholesale,2024-12-01,390633,1
LOCK-2024-05113,Wholesale,2024-08-01,1085475,1
LOCK-2024-05114,Wholesale,2024-09-01,787282,1
LOCK-2024-05115,Retail,2024-05-01,333344,0
LOCK-2024-05116,Correspondent,2024-02-01,1028036,1
LOCK-2024-05117,Direct,2024-06-01,1175558,1
LOCK-2024-05118,Correspondent,2024-10-01,1156276,1
LOCK-2024-05119,Retail,2024-01-01,869561,1
LOCK-2024-05120,Retail,2024-07-01,884031,0
LOCK-2024-05121,Retail,2024-06-01,473761,1
LOCK-2024-05122,Direct,2024-06-01,736274,1
LOCK-2024-05123,Wholesale,2024-12-01,969435,0
LOCK-2024-05124,Direct,2024-02-01,219966,1
LOCK-2024-05125,Correspondent,2024-02-01,1165027,1
LOCK-2024-05126,Correspondent,2024-08-01,485760,1
LOCK-2024-05127,Retail,2024-12-01,166955,1
LOCK-2024-05128,Retail,2024-07-01,172912,0
LOCK-2024-05129,Retail,2024-09-01,219878,1
LOCK-2024-05130,Wholesale,2024-06-01,1191365,1
LOCK-2024-05131,Retail,2024-08-01,650622,1
LOCK-2024-05132,Correspondent,2024-01-01,1012463,1
LOCK-2024-05133,Retail,2024-12-01,795795,0
LOCK-2024-05134,Direct,2024-11-01,707608,0
LOCK-2024-05135,Retail,2024-05-01,826087,1
LOCK-2024-05136,Direct,2024-03-01,667486,1
LOCK-2024-05137,Correspondent,2024-01-01,564322,1
LOCK-2024-05138,Correspondent,2024-08-01,555217,0
LOCK-2024-05139,Correspondent,2024-10-01,185132,1
LOCK-2024-05140,Retail,2024-09-01,930421,1
LOCK-2024-05141,Correspondent,2024-05-01,1119849,1
LOCK-2024-05142,Wholesale,2024-09-01,982381,0
LOCK-2024-05143,Correspondent,2024-01-01,152507,1
LOCK-2024-05144,Retail,2024-01-01,834096,1
LOCK-2024-05145,Wholesale,2024-05-01,949400,1
LOCK-2024-05146,Wholesale,2024-07-01,393167,1
LOCK-2024-05147,Wholesale,2024-08-01,623603,1
LOCK-2024-05148,Correspondent,2024-01-01,789912,1
LOCK-2024-05149,Direct,2024-05-01,877831,1
LOCK-2024-05150,Retail,2024-09-01,1192786,0
LOCK-2024-05151,Direct,2024-08-01,246073,1
LOCK-2024-05152,Correspondent,2024-04-01,761992,0
LOCK-2024-05153,Wholesale,2024-07-01,867266,1
LOCK-2024-05154,Wholesale,2024-03-01,931713,1
LOCK-2024-05155,Correspondent,2024-11-01,329585,1
LOCK-2024-05156,Direct,2024-09-01,563330,1
LOCK-2024-05157,Direct,2024-11-01,532053,0
LOCK-2024-05158,Direct,2024-11-01,311814,1
LOCK-2024-05159,Correspondent,2024-12-01,534777,1
LOCK-2024-05160,Correspondent,2024-08-01,972301,0
LOCK-2024-05161,Retail,2024-03-01,192302,1
LOCK-2024-05162,Retail,2024-12-01,614157,0
LOCK-2024-05163,Wholesale,2024-11-01,806577,1
LOCK-2024-05164,Correspondent,2024-04-01,1188532,1
LOCK-2024-05165,Correspondent,2024-07-01,886425,0
LOCK-2024-05166,Correspondent,2024-03-01,803820,1
LOCK-2024-05167,Direct,2024-10-01,417134,0
LOCK-2024-05168,Retail,2024-08-01,1009894,0
LOCK-2024-05169,Retail,2024-07-01,376683,0
LOCK-2024-05170,Retail,2024-12-01,1061400,1
LOCK-2024-05171,Retail,2024-01-01,1076784,1
LOCK-2024-05172,Correspondent,2024-05-01,737758,1
LOCK-2024-05173,Retail,2024-05-01,701584,0
LOCK-2024-05174,Wholesale,2024-12-01,556978,0
LOCK-2024-05175,Wholesale,2024-11-01,589098,1
LOCK-2024-05176,Wholesale,2024-05-01,1198770,1
LOCK-2024-05177,Correspondent,2024-09-01,1118286,1
LOCK-2024-05178,Correspondent,2024-08-01,1089176,0
LOCK-2024-05179,Correspondent,2024-07-01,222071,1
LOCK-2024-05180,Wholesale,2024-06-01,255354,1
LOCK-2024-05181,Correspondent,2024-10-01,663108,1
LOCK-2024-05182,Wholesale,2024-12-01,1001360,1
LOCK-2024-05183,Correspondent,2024-05-01,782238,0
LOCK-2024-05184,Direct,2024-04-01,474885,1
LOCK-2024-05185,Retail,2024-10-01,814685,1
LOCK-2024-05186,Correspondent,2024-12-01,1004835,1
LOCK-2024-05187,Correspondent,2024-12-01,774573,1
LOCK-2024-05188,Retail,2024-03-01,1188959,1
LOCK-2024-05189,Wholesale,2024-12-01,590847,1
LOCK-2024-05190,Retail,2024-01-01,1026138,0
LOCK-2024-05191,Wholesale,2024-06-01,306646,1
LOCK-2024-05192,Correspondent,2024-09-01,696603,1
LOCK-2024-05193,Wholesale,2024-09-01,1160580,1
LOCK-2024-05194,Retail,2024-02-01,928238,1
LOCK-2024-05195,Correspondent,2024-03-01,195303,0
LOCK-2024-05196,Wholesale,2024-02-01,1192984,1
LOCK-2024-05197,Retail,2024-06-01,732833,1
LOCK-2024-05198,Direct,2024-01-01,341249,0
LOCK-2024-05199,Retail,2024-05-01,813566,1
LOCK-2024-05200,Retail,2024-01-01,1188184,0
LOCK-2024-05201,Direct,2024-02-01,917436,1
LOCK-2024-05202,Direct,2024-02-01,397977,1
LOCK-2024-05203,Retail,2024-05-01,649913,1
LOCK-2024-05204,Retail,2024-09-01,866109,1
LOCK-2024-05205,Correspondent,2024-03-01,1028515,1
LOCK-2024-05206,Correspondent,2024-02-01,233466,1
LOCK-2024-05207,Correspondent,2024-01-01,654704,1
LOCK-2024-05208,Wholesale,2024-11-01,855110,1
LOCK-2024-05209,Wholesale,2024-03-01,682427,1
LOCK-2024-05210,Retail,2024-02-01,846079,0
LOCK-2024-05211,Wholesale,2024-01-01,1185155,1
LOCK-2024-05212,Correspondent,2024-10-01,767072,0
LOCK-2024-05213,Direct,2024-07-01,204395,1
LOCK-2024-05214,Wholesale,2024-04-01,376606,1
LOCK-2024-05215,Correspondent,2024-08-01,457337,1
LOCK-2024-05216,Retail,2024-09-01,437358,1
LOCK-2024-05217,Direct,2024-08-01,907646,1
LOCK-2024-05218,Direct,2024-05-01,395648,1
LOCK-2024-05219,Correspondent,2024-06-01,930251,0
LOCK-2024-05220,Direct,2024-08-01,1003600,0
LOCK-2024-05221,Correspondent,2024-01-01,1145785,0
LOCK-2024-05222,Retail,2024-02-01,1117826,1
LOCK-2024-05223,Correspondent,2024-07-01,772933,0
LOCK-2024-05224,Wholesale,2024-04-01,805763,1
LOCK-2024-05225,Retail,2024-07-01,601189,1
LOCK-2024-05226,Retail,2024-03-01,809090,0
LOCK-2024-05227,Direct,2024-04-01,1079941,1
LOCK-2024-05228,Retail,2024-09-01,780288,1
LOCK-2024-05229,Direct,2024-01-01,1100528,0
LOCK-2024-05230,Retail,2024-10-01,383205,1
LOCK-2024-05231,Wholesale,2024-08-01,369511,1
LOCK-2024-05232,Direct,2024-01-01,697665,1
LOCK-2024-05233,Correspondent,2024-07-01,1087317,1
LOCK-2024-05234,Direct,2024-06-01,541944,1
LOCK-2024-05235,Direct,2024-09-01,664880,1
LOCK-2024-05236,Wholesale,2024-08-01,564026,0
LOCK-2024-05237,Retail,2024-03-01,703522,1
LOCK-2024-05238,Correspondent,2024-08-01,539622,1
LOCK-2024-05239,Direct,2024-04-01,609960,0
LOCK-2024-05240,Correspondent,2024-06-01,1117578,1
LOCK-2024-05241,Direct,2024-11-01,165698,1
LOCK-2024-05242,Wholesale,2024-04-01,385557,1
LOCK-2024-05243,Retail,2024-06-01,519708,1
LOCK-2024-05244,Direct,2024-06-01,601920,1
LOCK-2024-05245,Correspondent,2024-11-01,1165729,1
LOCK-2024-05246,Retail,2024-05-01,633069,1
LOCK-2024-05247,Direct,2024-01-01,1179378,1
LOCK-2024-05248,Wholesale,2024-11-01,352699,1
LOCK-2024-05249,Retail,2024-06-01,1064064,1
LOCK-2024-05250,Direct,2024-05-01,1197125,1
LOCK-2024-05251,Direct,2024-08-01,818905,1
LOCK-2024-05252,Wholesale,2024-04-01,496759,1
LOCK-2024-05253,Retail,2024-08-01,1024244,1
LOCK-2024-05254,Retail,2024-03-01,254067,0
LOCK-2024-05255,Wholesale,2024-03-01,410827,1
LOCK-2024-05256,Retail,2024-01-01,607881,1
LOCK-2024-05257,Correspondent,2024-09-01,240197,0
LOCK-2024-05258,Correspondent,2024-12-01,1040352,1
LOCK-2024-05259,Direct,2024-07-01,736045,1
LOCK-2024-05260,Direct,2024-07-01,1180173,1
LOCK-2024-05261,Correspondent,2024-09-01,752724,0
LOCK-2024-05262,Direct,2024-01-01,1156918,1
LOCK-2024-05263,Wholesale,2024-09-01,544156,1
LOCK-2024-05264,Retail,2024-06-01,612648,0
LOCK-2024-05265,Correspondent,2024-02-01,915746,1
LOCK-2024-05266,Direct,2024-02-01,248151,1
LOCK-2024-05267,Retail,2024-08-01,378263,0
LOCK-2024-05268,Direct,2024-08-01,799051,1
LOCK-2024-05269,Wholesale,2024-04-01,712699,1
LOCK-2024-05270,Direct,2024-12-01,641247,1
LOCK-2024-05271,Wholesale,2024-03-01,879735,0
LOCK-2024-05272,Correspondent,2024-12-01,992408,0
LOCK-2024-05273,Correspondent,2024-12-01,1159065,0
LOCK-2024-05274,Retail,2024-08-01,722841,1
LOCK-2024-05275,Direct,2024-03-01,939844,1
LOCK-2024-05276,Retail,2024-02-01,671767,0
LOCK-2024-05277,Retail,2024-05-01,831423,0
LOCK-2024-05278,Correspondent,2024-09-01,519780,1
LOCK-2024-05279,Direct,2024-06-01,314929,1
LOCK-2024-05280,Direct,2024-07-01,204845,1
LOCK-2024-05281,Direct,2024-06-01,1098352,1
LOCK-2024-05282,Correspondent,2024-01-01,560236,1
LOCK-2024-05283,Wholesale,2024-11-01,959125,0
LOCK-2024-05284,Direct,2024-04-01,208756,1
LOCK-2024-05285,Correspondent,2024-05-01,917936,1
LOCK-2024-05286,Retail,2024-10-01,610905,1
LOCK-2024-05287,Wholesale,2024-05-01,687298,1
LOCK-2024-05288,Wholesale,2024-07-01,1057166,0
LOCK-2024-05289,Wholesale,2024-04-01,349448,0
LOCK-2024-05290,Retail,2024-09-01,1014497,1
LOCK-2024-05291,Direct,2024-05-01,801291,0
LOCK-2024-05292,Direct,2024-08-01,164134,0
LOCK-2024-05293,Retail,2024-06-01,854330,0
