loan_id,channel,product,funded_amount,funded_month,margin_bps,interest_rate,state
LN-2024-04429,Retail,ARM 5/1,229512,2024-04-01,300,8.347,AZ
LN-2024-04430,Correspondent,30yr Fixed,1056783,2024-10-01,351,7.732,CA
LN-2024-04431,Retail,15yr Fixed,930626,2024-11-01,302,6.269,IL
LN-2024-04432,Retail,ARM 5/1,556699,2024-06-01,362,6.259,IL
LN-2024-04433,Wholesale,30yr Fixed,596622,2024-07-01,266,6.702,TX
LN-2024-04434,Direct,15yr Fixed,1162881,2024-05-01,364,5.505,NY
LN-2024-04435,Direct,30yr Fixed,186521,2024-01-01,273,7.728,NY
LN-2024-04436,Retail,30yr Fixed,771755,2024-02-01,270,8.215,AZ
LN-2024-04437,Retail,15yr Fixed,1022501,2024-09-01,339,6.492,TX
LN-2024-04438,Direct,30yr Fixed,303358,2024-11-01,268,6.469,CA
LN-2024-04439,Retail,15yr Fixed,1112625,2024-11-01,274,6.338,CA
LN-2024-04440,Direct,30yr Fixed,711963,2024-05-01,274,7.774,TX
LN-2024-04441,Direct,ARM 5/1,441357,2024-04-01,302,5.68,TX
LN-2024-04442,Direct,30yr Fixed,536877,2024-03-01,368,7.88,AZ
LN-2024-04443,Wholesale,30yr Fixed,1167600,2024-03-01,292,7.027,NY
LN-2024-04444,Direct,30yr Fixed,854339,2024-04-01,314,7.158,AZ
LN-2024-04445,Correspondent,30yr Fixed,677947,2024-05-01,280,5.646,AZ
LN-2024-04446,Retail,15yr Fixed,1035433,2024-08-01,310,8.419,AZ
LN-2024-04447,Correspondent,ARM 5/1,368114,2024-05-01,348,7.972,IL
LN-2024-04448,Retail,ARM 5/1,612344,2024-08-01,297,7.271,TX
LN-2024-04449,Wholesale,ARM 5/1,538527,2024-08-01,373,7.466,CA
LN-2024-04450,Retail,30yr Fixed,905491,2024-01-01,297,8.16,IL
LN-2024-04451,Wholesale,15yr Fixed,254085,2024-11-01,255,6.551,CA
LN-2024-04452,Correspondent,15yr Fixed,898513,2024-08-01,271,5.825,TX
LN-2024-04453,Retail,ARM 5/1,857713,2024-12-01,337,8.282,TX
LN-2024-04454,Retail,15yr Fixed,1060021,2024-10-01,343,7.789,CA
LN-2024-04455,Direct,30yr Fixed,693905,2024-03-01,329,8.288,FL
LN-2024-04456,Wholesale,15yr Fixed,667452,2024-06-01,350,6.165,CA
LN-2024-04457,Direct,30yr Fixed,1068241,2024-02-01,354,6.641,IL
LN-2024-04458,Direct,15yr Fixed,592356,2024-01-01,286,6.292,TX
LN-2024-04459,Correspondent,30yr Fixed,869913,2024-07-01,353,7.837,FL
LN-2024-04460,Wholesale,15yr Fixed,357736,2024-03-01,303,7.956,NY
LN-2024-04461,Wholesale,ARM 5/1,445045,2024-09-01,279,7.177,TX
LN-2024-04462,Correspondent,ARM 5/1,285616,2024-08-01,322,8.165,CA
LN-2024-04463,Correspondent,30yr Fixed,845511,2024-05-01,367,5.663,FL
LN-2024-04464,Retail,ARM 5/1,951077,2024-11-01,346,5.978,TX
LN-2024-04465,Direct,15yr Fixed,1099215,2024-03-01,353,6.388,NY
LN-2024-04466,Retail,30yr Fixed,1150756,2024-05-01,349,6.885,TX
LN-2024-04467,Retail,ARM 5/1,802764,2024-05-01,335,7.483,TX
LN-2024-04468,Direct,30yr Fixed,534032,2024-12-01,315,7.865,FL
LN-2024-04469,Retail,ARM 5/1,426851,2024-12-01,345,7.089,AZ
LN-2024-04470,Correspondent,15yr Fixed,481505,2024-04-01,338,6.168,FL
LN-2024-04471,Direct,30yr Fixed,953285,2024-02-01,305,8.477,FL
LN-2024-04472,Wholesale,15yr Fixed,1133836,2024-01-01,280,5.982,IL
LN-2024-04473,Direct,15yr Fixed,1176068,2024-01-01,376,7.22,AZ
LN-2024-04474,Wholesale,ARM 5/1,251514,2024-08-01,270,7.869,FL
LN-2024-04475,Wholesale,15yr Fixed,955704,2024-10-01,313,5.979,CA
LN-2024-04476,Direct,30yr Fixed,975418,2024-10-01,283,6.541,TX
LN-2024-04477,Retail,15yr Fixed,662958,2024-08-01,343,7.094,TX
LN-2024-04478,Wholesale,ARM 5/1,513149,2024-09-01,367,7.351,FL
LN-2024-04479,Direct,30yr Fixed,362056,2024-09-01,374,8.224,NY
LN-2024-04480,Correspondent,30yr Fixed,887898,2024-09-01,296,7.168,AZ
LN-2024-04481,Wholesale,15yr Fixed,438287,2024-08-01,291,7.102,FL
LN-2024-04482,Direct,15yr Fixed,792224,2024-06-01,271,6.053,IL
LN-2024-04483,Direct,ARM 5/1,988798,2024-02-01,372,6.011,AZ
LN-2024-04484,Direct,ARM 5/1,944938,2024-10-01,347,6.037,TX
LN-2024-04485,Direct,30yr Fixed,513146,2024-05-01,321,8.357,TX
LN-2024-04486,Retail,15yr Fixed,720778,2024-09-01,333,6.948,AZ
LN-2024-04487,Direct,15yr Fixed,851653,2024-09-01,357,7.398,AZ
LN-2024-04488,Correspondent,15yr Fixed,277059,2024-12-01,251,7.513,AZ
LN-2024-04489,Wholesale,15yr Fixed,286293,2024-07-01,332,6.911,TX
LN-2024-04490,Retail,ARM 5/1,909656,2024-07-01,298,5.987,TX
LN-2024-04491,Retail,ARM 5/1,284683,2024-10-01,340,7.311,AZ
LN-2024-04492,Retail,30yr Fixed,866744,2024-04-01,284,6.231,IL
LN-2024-04493,Wholesale,15yr Fixed,185915,2024-09-01,254,6.428,AZ
LN-2024-04494,Retail,ARM 5/1,245711,2024-01-01,253,7.566,IL
LN-2024-04495,Wholesale,30yr Fixed,826911,2024-02-01,363,6.792,FL
LN-2024-04496,Correspondent,15yr Fixed,903199,2024-11-01,303,6.291,NY
LN-2024-04497,Direct,30yr Fixed,577508,2024-06-01,266,5.623,AZ
LN-2024-04498,Direct,15yr Fixed,622121,2024-05-01,305,6.159,NY
LN-2024-04499,Retail,30yr Fixed,970492,2024-09-01,361,7.403,IL
LN-2024-04500,Direct,ARM 5/1,646463,2024-07-01,334,7.171,NY
LN-2024-04501,Correspondent,15yr Fixed,969809,2024-12-01,362,6.466,NY
LN-2024-04502,Retail,15yr Fixed,572386,2024-07-01,370,8.179,FL
LN-2024-04503,Direct,15yr Fixed,1179606,2024-02-01,340,6.191,IL
LN-2024-04504,Retail,30yr Fixed,221533,2024-03-01,305,6.575,FL
LN-2024-04505,Wholesale,ARM 5/1,233959,2024-03-01,305,8.37,FL
LN-2024-04506,Retail,ARM 5/1,1036010,2024-01-01,263,7.143,TX
LN-2024-04507,Correspondent,15yr Fixed,570207,2024-01-01,258,7.691,NY
LN-2024-04508,Retail,ARM 5/1,645373,2024-10-01,262,6.085,TX
LN-2024-04509,Wholesale,30yr Fixed,337893,2024-08-01,369,7.329,TX
LN-2024-04510,Wholesale,ARM 5/1,853796,2024-02-01,265,7.536,TX
LN-2024-04511,Correspondent,15yr Fixed,627914,2024-11-01,260,5.636,TX
LN-2024-04512,Correspondent,ARM 5/1,468515,2024-07-01,329,7.474,AZ
LN-2024-04513,Retail,15yr Fixed,552119,2024-07-01,307,8.247,FL
LN-2024-04514,Direct,ARM 5/1,942603,2024-10-01,365,5.672,IL
LN-2024-04515,Retail,15yr Fixed,256139,2024-08-01,273,6.346,NY
LN-2024-04516,Correspondent,30yr Fixed,967411,2024-12-01,291,8.255,AZ
LN-2024-04517,Correspondent,ARM 5/1,1148442,2024-08-01,343,5.53,FL
LN-2024-04518,Wholesale,ARM 5/1,224304,2024-06-01,276,5.765,AZ
LN-2024-04519,Retail,30yr Fixed,896622,2024-02-01,361,7.65,TX
LN-2024-04520,Direct,ARM 5/1,628579,2024-04-01,302,7.46,NY
LN-2024-04521,Retail,15yr Fixed,715203,2024-09-01,323,8.122,IL
LN-2024-04522,Wholesale,ARM 5/1,340993,2024-04-01,285,7.248,TX
LN-2024-04523,Correspondent,ARM 5/1,793728,2024-09-01,365,7.097,AZ
LN-2024-04524,Direct,15yr Fixed,282234,2024-04-01,374,5.775,CA
LN-2024-04525,Direct,30yr Fixed,318761,2024-10-01,255,7.931,NY
LN-2024-04526,Retail,15yr Fixed,1060174,2024-03-01,279,7.486,NY
LN-2024-04527,Wholesale,ARM 5/1,416213,2024-12-01,380,5.807,FL
LN-2024-04528,Retail,15yr Fixed,483444,2024-04-01,252,7.407,NY
LN-2024-04529,Retail,ARM 5/1,207229,2024-07-01,333,5.872,NY
LN-2024-04530,Retail,30yr Fixed,843684,2024-10-01,282,6.007,NY
LN-2024-04531,Wholesale,15yr Fixed,426995,2024-11-01,266,5.789,IL
LN-2024-04532,Correspondent,15yr Fixed,755999,2024-10-01,287,8.361,NY
LN-2024-04533,Retail,30yr Fixed,539198,2024-07-01,355,7.264,NY
LN-2024-04534,Direct,15yr Fixed,563339,2024-11-01,294,5.684,IL
LN-2024-04535,Direct,30yr Fixed,905667,2024-10-01,252,5.969,IL
LN-2024-04536,Retail,30yr Fixed,289108,2024-01-01,301,6.314,NY
LN-2024-04537,Retail,30yr Fixed,210281,2024-10-01,314,6.347,IL
LN-2024-04538,Wholesale,15yr Fixed,481432,2024-03-01,354,6.586,IL
LN-2024-04539,Correspondent,15yr Fixed,680483,2024-05-01,349,6.483,TX
LN-2024-04540,Retail,ARM 5/1,355487,2024-05-01,308,6.943,AZ
LN-2024-04541,Direct,15yr Fixed,1037997,2024-07-01,312,6.004,IL
LN-2024-04542,Correspondent,30yr Fixed,699571,2024-07-01,349,6.946,FL
LN-2024-04543,Correspondent,ARM 5/1,207088,2024-10-01,324,6.139,TX
LN-2024-04544,Correspondent,ARM 5/1,917402,2024-06-01,303,6.62,NY
LN-2024-04545,Direct,ARM 5/1,804986,2024-09-01,321,5.669,TX
LN-2024-04546,Retail,ARM 5/1,634830,2024-11-01,326,5.89,NY
LN-2024-04547,Wholesale,ARM 5/1,797125,2024-12-01,347,7.536,CA
LN-2024-04548,Retail,15yr Fixed,418456,2024-05-01,364,8.139,IL
LN-2024-04549,Wholesale,30yr Fixed,729544,2024-01-01,253,5.955,FL
LN-2024-04550,Wholesale,ARM 5/1,1148915,2024-07-01,316,5.628,IL
LN-2024-04551,Correspondent,ARM 5/1,995681,2024-10-01,338,5.964,CA
LN-2024-04552,Retail,15yr Fixed,1006867,2024-08-01,310,6.915,FL
LN-2024-04553,Wholesale,15yr Fixed,955643,2024-01-01,264,5.653,TX
LN-2024-04554,Wholesale,15yr Fixed,365905,2024-11-01,270,8.171,FL
LN-2024-04555,Correspondent,30yr Fixed,1151735,2024-07-01,307,6.495,CA
LN-2024-04556,Wholesale,15yr Fixed,912458,2024-05-01,267,5.987,TX
LN-2024-04557,Direct,ARM 5/1,318586,2024-12-01,317,6.358,FL
LN-2024-04558,Wholesale,30yr Fixed,1018646,2024-06-01,359,8.079,FL
LN-2024-04559,Retail,ARM 5/1,806468,2024-03-01,334,6.965,NY
LN-2024-04560,Correspondent,ARM 5/1,728595,2024-08-01,279,8.152,NY
LN-2024-04561,Retail,ARM 5/1,1077913,2024-10-01,379,6.607,NY
LN-2024-04562,Correspondent,ARM 5/1,649338,2024-02-01,272,6.241,AZ
LN-2024-04563,Wholesale,ARM 5/1,813717,2024-08-01,310,6.946,CA
LN-2024-04564,Direct,30yr Fixed,419007,2024-05-01,283,8.196,IL
LN-2024-04565,Retail,30yr Fixed,446183,2024-08-01,353,5.594,TX
LN-2024-04566,Wholesale,ARM 5/1,1176508,2024-05-01,377,6.336,FL
LN-2024-04567,Retail,30yr Fixed,275537,2024-05-01,291,8.363,NY
LN-2024-04568,Wholesale,30yr Fixed,409843,2024-02-01,277,7.688,CA
LN-2024-04569,Wholesale,15yr Fixed,566075,2024-04-01,374,5.912,FL
LN-2024-04570,Wholesale,15yr Fixed,383303,2024-01-01,340,6.616,TX
LN-2024-04571,Retail,30yr Fixed,1186756,2024-10-01,296,8.117,TX
LN-2024-04572,Correspondent,ARM 5/1,917574,2024-04-01,340,6.742,CA
LN-2024-04573,Correspondent,ARM 5/1,768797,2024-12-01,281,6.439,NY
LN-2024-04574,Direct,30yr Fixed,154776,2024-04-01,270,8.215,IL
LN-2024-04575,Direct,ARM 5/1,856072,2024-03-01,341,6.851,IL
LN-2024-04576,Correspondent,30yr Fixed,348233,2024-12-01,254,7.907,NY
LN-2024-04577,Correspondent,15yr Fixed,666916,2024-03-01,321,7.545,FL
LN-2024-04578,Correspondent,ARM 5/1,570947,2024-06-01,355,7.843,FL
LN-2024-04579,Wholesale,30yr Fixed,234571,2024-06-01,322,6.084,AZ
LN-2024-04580,Correspondent,15yr Fixed,177924,2024-12-01,314,8.169,NY
LN-2024-04581,Correspondent,ARM 5/1,927176,2024-11-01,320,6.843,FL
LN-2024-04582,Correspondent,ARM 5/1,271088,2024-12-01,344,6.655,AZ
LN-2024-04583,Retail,ARM 5/1,988765,2024-06-01,299,6.204,IL
LN-2024-04584,Retail,ARM 5/1,829098,2024-07-01,256,8.352,NY
LN-2024-04585,Correspondent,15yr Fixed,1112242,2024-11-01,369,5.542,IL
LN-2024-04586,Correspondent,ARM 5/1,551602,2024-03-01,298,7.531,IL
LN-2024-04587,Direct,15yr Fixed,1083063,2024-01-01,263,8.351,IL
LN-2024-04588,Direct,ARM 5/1,925849,2024-06-01,286,7.905,FL
LN-2024-04589,Wholesale,15yr Fixed,1052933,2024-03-01,326,5.932,AZ
LN-2024-04590,Correspondent,30yr Fixed,404043,2024-07-01,303,6.63,IL
LN-2024-04591,Retail,30yr Fixed,462719,2024-01-01,377,5.714,TX
LN-2024-04592,Correspondent,30yr Fixed,1139763,2024-06-01,308,6.985,IL
LN-2024-04593,Direct,ARM 5/1,639887,2024-03-01,374,7.488,TX
LN-2024-04594,Wholesale,30yr Fixed,506738,2024-03-01,362,7.665,TX
LN-2024-04595,Retail,ARM 5/1,1123249,2024-10-01,374,6.292,IL
LN-2024-04596,Wholesale,15yr Fixed,559305,2024-12-01,362,7.186,NY
LN-2024-04597,Correspondent,ARM 5/1,701089,2024-01-01,314,8.057,NY
LN-2024-04598,Retail,ARM 5/1,164357,2024-02-01,372,6.02,IL
LN-2024-04599,Correspondent,ARM 5/1,943965,2024-07-01,268,7.871,FL
LN-2024-04600,Retail,ARM 5/1,653917,2024-07-01,279,6.945,FL
LN-2024-04601,Retail,15yr Fixed,980810,2024-12-01,365,7.97,NY
LN-2024-04602,Direct,30yr Fixed,476860,2024-07-01,350,7.492,CA
LN-2024-04603,Direct,15yr Fixed,686792,2024-04-01,250,6.562,TX
LN-2024-04604,Retail,ARM 5/1,925056,2024-12-01,306,7.578,TX
LN-2024-04605,Direct,30yr Fixed,201918,2024-10-01,368,7.938,NY
LN-2024-04606,Wholesale,15yr Fixed,498179,2024-10-01,270,7.709,NY
LN-2024-04607,Wholesale,15yr Fixed,1073265,2024-11-01,255,7.723,TX
LN-2024-04608,Correspondent,15yr Fixed,1126842,2024-04-01,368,7.054,AZ
LN-2024-04609,Retail,15yr Fixed,1173421,2024-11-01,375,8.202,IL
LN-2024-04610,Retail,ARM 5/1,175137,2024-06-01,353,6.613,NY
LN-2024-04611,Correspondent,30yr Fixed,1166897,2024-10-01,310,6.83,AZ
LN-2024-04612,Retail,15yr Fixed,231921,2024-07-01,257,8.393,IL
LN-2024-04613,Direct,ARM 5/1,258399,2024-01-01,368,6.444,FL
LN-2024-04614,Wholesale,15yr Fixed,461241,2024-04-01,369,8.031,TX
LN-2024-04615,Retail,30yr Fixed,504561,2024-02-01,367,7.472,TX
LN-2024-04616,Wholesale,ARM 5/1,1191418,2024-01-01,297,5.742,CA
LN-2024-04617,Correspondent,ARM 5/1,318784,2024-07-01,367,7.948,TX
LN-2024-04618,Direct,ARM 5/1,787680,2024-04-01,319,6.131,IL
LN-2024-04619,Retail,30yr Fixed,300448,2024-11-01,358,8.22,CA
LN-2024-04620,Retail,ARM 5/1,823359,2024-02-01,255,6.481,TX
LN-2024-04621,Wholesale,30yr Fixed,421748,2024-12-01,365,7.324,FL
LN-2024-04622,Correspondent,15yr Fixed,532466,2024-08-01,326,6.369,AZ
LN-2024-04623,Direct,30yr Fixed,329649,2024-02-01,300,5.727,FL
LN-2024-04624,Direct,15yr Fixed,699916,2024-06-01,323,7.642,NY
LN-2024-04625,Retail,30yr Fixed,1069948,2024-04-01,352,5.521,NY
LN-2024-04626,Direct,ARM 5/1,643957,2024-07-01,333,8.25,AZ
LN-2024-04627,Wholesale,30yr Fixed,181567,2024-03-01,380,8.212,FL
LN-2024-04628,Wholesale,ARM 5/1,158807,2024-09-01,370,6.012,AZ
LN-2024-04629,Retail,ARM 5/1,1073344,2024-03-01,317,5.912,TX
LN-2024-04630,Direct,ARM 5/1,365576,2024-03-01,252,6.53,FL
LN-2024-04631,Wholesale,ARM 5/1,752338,2024-10-01,351,7.678,FL
LN-2024-04632,Retail,ARM 5/1,1109623,2024-11-01,366,6.929,TX
LN-2024-04633,Retail,ARM 5/1,194467,2024-11-01,351,7.121,AZ
LN-2024-04634,Direct,30yr Fixed,865073,2024-03-01,371,7.098,FL
LN-2024-04635,Direct,ARM 5/1,445030,2024-09-01,315,8.078,IL
LN-2024-04636,Direct,ARM 5/1,781072,2024-11-01,380,5.845,IL
LN-2024-04637,Direct,ARM 5/1,912197,2024-04-01,270,8.42,NY
LN-2024-04638,Wholesale,30yr Fixed,953673,2024-11-01,359,8.32,FL
LN-2024-04639,Direct,15yr Fixed,941469,2024-07-01,352,7.399,NY
LN-2024-04640,Correspondent,15yr Fixed,813506,2024-06-01,364,8.303,AZ
LN-2024-04641,Wholesale,30yr Fixed,664176,2024-11-01,298,6.659,TX
LN-2024-04642,Wholesale,ARM 5/1,269078,2024-04-01,284,6.62,TX
LN-2024-04643,Retail,15yr Fixed,430982,2024-05-01,370,6.773,TX
LN-2024-04644,Correspondent,30yr Fixed,812727,2024-03-01,327,5.515,FL
LN-2024-04645,Retail,30yr Fixed,236338,2024-08-01,299,8.042,AZ
LN-2024-04646,Wholesale,15yr Fixed,1088359,2024-11-01,360,6.825,CA
LN-2024-04647,Wholesale,ARM 5/1,1141252,2024-04-01,332,5.952,CA
LN-2024-04648,Correspondent,15yr Fixed,465248,2024-04-01,366,7.762,IL
LN-2024-04649,Wholesale,15yr Fixed,511152,2024-05-01,299,5.932,CA
LN-2024-04650,Retail,ARM 5/1,681060,2024-09-01,291,6.801,IL
LN-2024-04651,Correspondent,15yr Fixed,458484,2024-05-01,370,5.571,FL
LN-2024-04652,Correspondent,15yr Fixed,232287,2024-01-01,261,6.785,FL
LN-2024-04653,Retail,30yr Fixed,379603,2024-11-01,337,6.019,CA
LN-2024-04654,Correspondent,15yr Fixed,521408,2024-10-01,356,5.543,NY
LN-2024-04655,Direct,30yr Fixed,831307,2024-10-01,280,8.253,NY
LN-2024-04656,Wholesale,30yr Fixed,1138847,2024-02-01,360,8.263,IL
LN-2024-04657,Retail,ARM 5/1,935689,2024-01-01,378,5.971,CA
LN-2024-04658,Direct,30yr Fixed,517007,2024-01-01,251,6.16,TX
LN-2024-04659,Correspondent,ARM 5/1,934465,2024-05-01,316,6.797,AZ
LN-2024-04660,Wholesale,ARM 5/1,324531,2024-02-01,331,7.379,IL
LN-2024-04661,Retail,15yr Fixed,469358,2024-10-01,263,7.932,FL
LN-2024-04662,Retail,ARM 5/1,377383,2024-03-01,254,6.842,CA
LN-2024-04663,Correspondent,ARM 5/1,703119,2024-01-01,343,8.047,TX
LN-2024-04664,Retail,30yr Fixed,595568,2024-06-01,291,6.398,AZ
LN-2024-04665,Wholesale,15yr Fixed,324392,2024-01-01,325,7.749,AZ
LN-2024-04666,Correspondent,ARM 5/1,917645,2024-04-01,344,7.15,AZ
LN-2024-04667,Retail,15yr Fixed,1183902,2024-10-01,334,8.083,TX
LN-2024-04668,Correspondent,ARM 5/1,934140,2024-02-01,323,5.957,TX
LN-2024-04669,Correspondent,30yr Fixed,837379,2024-11-01,316,7.529,TX
LN-2024-04670,Wholesale,ARM 5/1,708830,2024-08-01,320,7.162,NY
LN-2024-04671,Retail,30yr Fixed,402117,2024-02-01,329,7.429,TX
LN-2024-04672,Correspondent,30yr Fixed,946518,2024-01-01,259,5.704,IL
LN-2024-04673,Wholesale,15yr Fixed,289601,2024-10-01,373,7.671,TX
LN-2024-04674,Wholesale,ARM 5/1,835098,2024-03-01,346,7.62,TX
LN-2024-04675,Correspondent,15yr Fixed,314021,2024-05-01,262,7.766,CA
LN-2024-04676,Correspondent,30yr Fixed,799154,2024-06-01,372,5.572,FL
LN-2024-04677,Direct,ARM 5/1,655481,2024-05-01,357,6.418,FL
LN-2024-04678,Wholesale,ARM 5/1,1141761,2024-05-01,372,6.391,AZ
LN-2024-04679,Retail,15yr Fixed,255675,2024-01-01,255,6.661,TX
LN-2024-04680,Wholesale,15yr Fixed,986887,2024-06-01,316,7.532,FL
LN-2024-04681,Correspondent,30yr Fixed,1125159,2024-09-01,310,7.827,NY
LN-2024-04682,Wholesale,30yr Fixed,501947,2024-02-01,276,7.554,TX
LN-2024-04683,Retail,30yr Fixed,1083545,2024-07-01,365,5.727,IL
LN-2024-04684,Wholesale,ARM 5/1,889291,2024-11-01,263,8.062,FL
LN-2024-04685,Correspondent,ARM 5/1,1087140,2024-12-01,342,7.578,CA
LN-2024-04686,Correspondent,30yr Fixed,721310,2024-04-01,353,7.708,FL
LN-2024-04687,Retail,ARM 5/1,1162812,2024-05-01,267,8.083,AZ
LN-2024-04688,Correspondent,ARM 5/1,556568,2024-04-01,304,7.633,FL
LN-2024-04689,Wholesale,30yr Fixed,890748,2024-07-01,312,8.459,IL
LN-2024-04690,Direct,15yr Fixed,167269,2024-09-01,370,8.127,CA
LN-2024-04691,Correspondent,ARM 5/1,875012,2024-11-01,355,8.276,CA
LN-2024-04692,Correspondent,ARM 5/1,268153,2024-05-01,377,8.012,TX
LN-2024-04693,Wholesale,30yr Fixed,1142716,2024-04-01,269,7.76,TX
LN-2024-04694,Correspondent,ARM 5/1,219697,2024-12-01,296,6.571,AZ
LN-2024-04695,Direct,ARM 5/1,471277,2024-03-01,323,6.601,IL
LN-2024-04696,Wholesale,15yr Fixed,939287,2024-08-01,318,7.442,CA
LN-2024-04697,Correspondent,15yr Fixed,518353,2024-02-01,342,5.925,TX
LN-2024-04698,Retail,15yr Fixed,745572,2024-01-01,345,6.053,IL
LN-2024-04699,Retail,15yr Fixed,814676,2024-09-01,344,5.578,FL
LN-2024-04700,Correspondent,30yr Fixed,1197614,2024-03-01,377,6.406,CA
LN-2024-04701,Wholesale,30yr Fixed,727355,2024-01-01,324,8.251,NY
LN-2024-04702,Correspondent,ARM 5/1,687249,2024-12-01,306,6.286,NY
LN-2024-04703,Correspondent,30yr Fixed,493278,2024-09-01,361,7.828,TX
LN-2024-04704,Correspondent,15yr Fixed,484891,2024-03-01,360,5.541,FL
LN-2024-04705,Direct,15yr Fixed,439267,2024-06-01,378,8.181,FL
LN-2024-04706,Correspondent,ARM 5/1,327009,2024-06-01,250,7.709,NY
LN-2024-04707,Direct,15yr Fixed,1151349,2024-11-01,349,7.342,FL
LN-2024-04708,Retail,30yr Fixed,235766,2024-11-01,351,7.642,FL
LN-2024-04709,Direct,30yr Fixed,778187,2024-09-01,263,5.724,IL
LN-2024-04710,Wholesale,15yr Fixed,703360,2024-04-01,252,7.605,IL
LN-2024-04711,Direct,ARM 5/1,655666,2024-04-01,365,8.3,CA
LN-2024-04712,Retail,ARM 5/1,386219,2024-11-01,356,7.84,IL
LN-2024-04713,Direct,30yr Fixed,996714,2024-09-01,366,6.976,TX
LN-2024-04714,Wholesale,15yr Fixed,1025423,2024-04-01,376,8.242,TX
LN-2024-04715,Retail,30yr Fixed,336585,2024-02-01,276,6.617,CA
LN-2024-04716,Wholesale,15yr Fixed,491553,2024-06-01,355,7.227,TX
LN-2024-04717,Correspondent,30yr Fixed,637875,2024-07-01,370,5.619,CA
LN-2024-04718,Retail,ARM 5/1,189328,2024-07-01,357,6.047,CA
LN-2024-04719,Retail,ARM 5/1,904526,2024-11-01,268,6.435,NY
LN-2024-04720,Retail,30yr Fixed,295238,2024-02-01,321,6.295,FL
LN-2024-04721,Correspondent,ARM 5/1,1027119,2024-04-01,339,6.453,TX
LN-2024-04722,Correspondent,ARM 5/1,784607,2024-03-01,306,6.861,TX
LN-2024-04723,Wholesale,15yr Fixed,355866,2024-08-01,291,8.2,FL
LN-2024-04724,Correspondent,15yr Fixed,401921,2024-01-01,283,5.75,AZ
LN-2024-04725,Direct,30yr Fixed,977615,2024-09-01,362,7.272,TX
LN-2024-04726,Wholesale,15yr Fixed,475840,2024-11-01,285,7.623,FL
LN-2024-04727,Retail,ARM 5/1,320596,2024-11-01,298,7.464,TX
LN-2024-04728,Wholesale,30yr Fixed,852659,2024-03-01,339,7.763,CA
LN-2024-04729,Correspondent,ARM 5/1,446946,2024-11-01,355,7.282,NY
LN-2024-04730,Wholesale,ARM 5/1,641022,2024-06-01,294,6.947,AZ
LN-2024-04731,Correspondent,15yr Fixed,913406,2024-09-01,355,5.58,IL
LN-2024-04732,Direct,15yr Fixed,1110793,2024-04-01,317,6.598,FL
LN-2024-04733,Direct,30yr Fixed,360838,2024-07-01,259,7.438,IL
LN-2024-04734,Direct,15yr Fixed,1139613,2024-10-01,288,7.378,AZ
LN-2024-04735,Wholesale,15yr Fixed,419915,2024-04-01,357,6.859,AZ
LN-2024-04736,Retail,15yr Fixed,533868,2024-10-01,318,6.886,FL
LN-2024-04737,Direct,15yr Fixed,349017,2024-03-01,343,7.897,AZ
LN-2024-04738,Direct,30yr Fixed,403846,2024-06-01,315,5.847,FL
LN-2024-04739,Wholesale,15yr Fixed,438105,2024-07-01,282,5.51,CA
LN-2024-04740,Direct,30yr Fixed,162341,2024-03-01,358,7.892,IL
LN-2024-04741,Wholesale,30yr Fixed,1075809,2024-10-01,354,7.121,IL
LN-2024-04742,Direct,30yr Fixed,303717,2024-08-01,283,6.99,CA
LN-2024-04743,Correspondent,ARM 5/1,666583,2024-07-01,318,6.896,IL
LN-2024-04744,Retail,30yr Fixed,588921,2024-04-01,327,8.231,CA
LN-2024-04745,Retail,ARM 5/1,1097851,2024-07-01,255,8.132,AZ
LN-2024-04746,Direct,15yr Fixed,347107,2024-01-01,273,5.96,IL
LN-2024-04747,Wholesale,15yr Fixed,1079562,2024-04-01,357,6.464,NY
LN-2024-04748,Retail,15yr Fixed,867631,2024-05-01,278,6.537,IL
LN-2024-04749,Correspondent,15yr Fixed,714167,2024-04-01,328,6.77,NY
LN-2024-04750,Wholesale,30yr Fixed,734393,2024-05-01,379,7.325,IL
LN-2024-04751,Direct,30yr Fixed,961756,2024-01-01,267,5.549,AZ
LN-2024-04752,Correspondent,15yr Fixed,420539,2024-07-01,311,8.367,TX
LN-2024-04753,Retail,30yr Fixed,1102444,2024-01-01,268,6.982,NY
LN-2024-04754,Retail,ARM 5/1,825009,2024-06-01,261,7.816,FL
LN-2024-04755,Wholesale,15yr Fixed,700000,2024-03-01,356,7.33,CA
LN-2024-04756,Wholesale,30yr Fixed,935151,2024-07-01,353,5.781,CA
LN-2024-04757,Retail,30yr Fixed,1196153,2024-08-01,376,8.374,IL
LN-2024-04758,Direct,30yr Fixed,545999,2024-10-01,262,6.026,AZ
LN-2024-04759,Wholesale,15yr Fixed,760746,2024-02-01,377,6.421,TX
LN-2024-04760,Wholesale,ARM 5/1,809569,2024-09-01,369,7.171,AZ
LN-2024-04761,Correspondent,ARM 5/1,1129602,2024-05-01,328,6.825,NY
LN-2024-04762,Direct,15yr Fixed,166827,2024-12-01,317,6.374,FL
LN-2024-04763,Retail,ARM 5/1,401963,2024-06-01,307,8.01,IL
LN-2024-04764,Wholesale,30yr Fixed,1031232,2024-02-01,277,7.556,NY
LN-2024-04765,Retail,15yr Fixed,456777,2024-10-01,337,7.891,IL
LN-2024-04766,Retail,15yr Fixed,827584,2024-08-01,355,6.304,FL
